Sun Jun  4 00:01:46 2023    info.dat

         389594 function calls (376557 primitive calls) in 1.617 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\codegen\ast.py:1797(FunctionDefinition)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\backend_qt.py:80(<dictcomp>)
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\os.py:741(check_str)
        1    0.000    0.000    0.001    0.001 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\multipledispatch\conflict.py:24(ambiguities)
        9    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\mul.py:1269(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\function.py:265(_valid_nargs)
        8    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\add.py:640(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\printing\codeprinter.py:134(_handle_assign_to)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\selectors.py:342(_PollLikeSelector)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ravel)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\ma\core.py:4062(_delegate_binop)
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\_api\deprecation.py:205(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\cbook\__init__.py:859(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\cbook\__init__.py:2299(subcls)
        8    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\collections.py:757(get_facecolor)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backend_bases.py:1662(_fix_ipython_backend2gui)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\text.py:519(_update_clip_properties)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\projections\__init__.py:98(get_projection_class)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\six.py:194(find_spec)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:813(viewLim)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\art3d.py:23(_norm_angle)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\backend_qt.py:195(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method window}
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\inspect.py:2775(__init__)
        1    0.000    0.000    0.008    0.008 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\expr.py:1648(as_coefficient)
        9    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\mul.py:1278(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\mul.py:1603(_eval_is_composite)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\numbers.py:1585(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\add.py:20(_could_extract_minus_sign)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\add.py:851(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\printing\str.py:847(_print_Symbol)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\printing\codeprinter.py:37(_convert_python_lists)
        9    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\lib\function_base.py:1316(_diff_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\_api\deprecation.py:363(<listcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\scale.py:96(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:795(null)
       19    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\artist.py:400(is_transform_set)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\text.py:1112(set_fontweight)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\spines.py:536(from_dict)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\figure.py:205(<genexpr>)
        1    0.000    0.000    0.007    0.007 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:1341(clear)
        6    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:1671(set_units)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\combinatorics\permutations.py:243(Cycle)
        3    0.000    0.000    0.000    0.000 {built-in method height}
        1    0.000    0.000    0.000    0.000 {built-in method setSizePolicy}
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\_collections_abc.py:816(get)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\types.py:176(__get__)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\typing.py:306(inner)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\utilities\lambdify.py:921(_get_namespace)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\expr.py:184(__neg__)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\numbers.py:419(ilcm)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\printing\codeprinter.py:108(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\pyplot.py:363(draw_if_interactive)
        5    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\collections.py:205(get_paths)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backend_bases.py:3512(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:3078(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\tensor\tensor.py:1255(TensorIndex)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\combinatorics\partitions.py:308(IntegerPartition)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\codegen\ast.py:538(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\codegen\ast.py:1634(While)
        1    0.000    0.000    0.000    0.000 {built-in method setFocus}
        3    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\ntpath.py:247(dirname)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\typing.py:206(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\textwrap.py:350(wrap)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\utilities\decorator.py:311(wrapper)
        7    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\expr.py:3519(as_coeff_Mul)
        9    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\mul.py:1280(<genexpr>)
        9    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\mul.py:1285(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\mul.py:1463(_eval_is_hermitian)
        8    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\add.py:638(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\add.py:648(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\add.py:650(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\ma\core.py:3072(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\logging\__init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\logging\__init__.py:1710(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:2644(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:221(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\combinatorics\pc_groups.py:42(Collector)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\codegen\ast.py:1721(Print)
        5    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpmath\libmp\libmpf.py:884(python_mpf_mul)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\inspect.py:1675(currentframe)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\multipledispatch\core.py:75(ismethod)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\evalf.py:152(pure_complex)
        8    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\mul.py:555(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\mul.py:653(<listcomp>)
        3    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\mul.py:1503(_eval_is_extended_positive)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\symbol.py:730(<listcomp>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(unravel_index)
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\fromnumeric.py:1991(shape)
        6    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\fromnumeric.py:2183(_sum_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\ma\core.py:3495(mask)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\rcsetup.py:152(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\colors.py:2206(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\cm.py:94(__len__)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:756(get_window_extent)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\gridspec.py:101(set_width_ratios)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\art3d.py:870(get_facecolor)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\backend_qt.py:211(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\backend_qt.py:1012(_BackendQT)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\qt_editor\_formlayout.py:210(FormWidget)
        6    0.000    0.000    0.000    0.000 {built-in method y}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\typing.py:947(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\expr.py:1133(<lambda>)
        6    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\expr.py:1148(<genexpr>)
        5    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\expr.py:2006(as_base_exp)
        8    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\add.py:644(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\symbol.py:354(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\numerictypes.py:228(obj2sctype)
        6    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\lib\shape_base.py:1263(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\cbook\__init__.py:109(__call__)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\collections.py:1452(_get_default_linewidth)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\collections.py:1458(_get_default_edgecolor)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\figure.py:3042(clear)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:314(get_next_color)
        1    0.000    0.000    0.001    0.001 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:1163(_gen_axes_spines)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\gridspec.py:439(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\axes3d.py:192(set_axis_on)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\art3d.py:719(set_zsort)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\axis3d.py:76(_new_init)
        3    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\_collections_abc.py:860(__len__)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\mul.py:1466(_eval_is_antihermitian)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\mul.py:1556(_eval_is_extended_negative)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\function.py:479(_should_evalf)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\printing\str.py:39(stringify)
        9    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\numeric.py:1407(_moveaxis_dispatcher)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(meshgrid)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\ma\core.py:3110(view)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\_api\__init__.py:53(__get__)
        9    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\scale.py:78(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\spines.py:489(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\figure.py:3149(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:3437(set_axis_off)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\backend_qt.py:493(MainWindow)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\inspect.py:2699(replace)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\function.py:471(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\add.py:23(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\selectors.py:61(_SelectorMapping)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\ma\core.py:1644(make_mask_none)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\ma\core.py:8020(asarray)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\_api\__init__.py:44(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\collections.py:422(set_pickradius)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backend_bases.py:3565(Show)
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\spines.py:220(clear)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\figure.py:83(add)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:1146(_gen_axes_patch)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:1716(set_adjustable)
        6    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:381(<dictcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\axis3d.py:314(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\codegen\ast.py:1844(Return)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.count_nonzero}
        3    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\ntpath.py:35(_get_bothseps)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\functools.py:841(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\textwrap.py:364(fill)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\utilities\lambdify.py:1179(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\basic.py:392(__ne__)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\assumptions.py:464(generator)
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\logic.py:92(fuzzy_bool)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\multipledispatch\dispatcher.py:204(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\expr.py:149(_hashable_content)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\functions\elementary\trigonometric.py:148(_pi_coeff)
        5    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\multiarray.py:668(result_type)
        1    0.000    0.000    0.001    0.001 <__array_function__ internals>:177(vstack)
        5    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\linalg\linalg.py:465(_unary_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\artist.py:731(set_clip_box)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\figure.py:2524(set_layout_engine)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\figure.py:3145(add_axobserver)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:1817(get_anchor)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:2215(has_data)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:2227(_deprecate_noninstance)
        6    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:834(_set_autoscale_on)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\gridspec.py:123(set_height_ratios)
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        8    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\_distutils_hack\__init__.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpmath\libmp\libmpf.py:574(mpf_cmp)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\utilities\iterables.py:105(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\traversal.py:116(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\numbers.py:3838(__eq__)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\add.py:415(could_extract_minus_sign)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\logging\__init__.py:1255(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\cbook\__init__.py:2073(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\pyplot.py:288(backend_mod)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\patches.py:766(rotation_point)
        6    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:399(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\axes3d.py:1053(_on_move)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\codegen\ast.py:1149(_SizedIntType)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\codegen\ast.py:1162(SignedIntType)
        5    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        3    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.display_is_valid}
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\inspect.py:199(ismethod)
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\numbers.py:1199(_hashable_content)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\symbol.py:323(__xnew_cached_)
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\polys\orderings.py:43(__call__)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\socket.py:520(type)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\numeric.py:2274(_isclose_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\fromnumeric.py:89(_take_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\getlimits.py:86(_str_smallest_subnormal)
        6    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\lib\stride_tricks.py:345(<genexpr>)
